2.058018,2.073013,3.181248,2.126873,2.195970,2.151428,3.135743,2.441318,1.988929,1.875166,1.853311,
1.911609,1.861039,1.939792,1.874865,1.827576,1.843077,1.864034,1.905728,3.103905,1.884991,1.948967,
1.872603,1.865895,1.943002,1.894130,1.892453,1.848226,1.861675,1.903403,1.934471,1.924834,2.240341,
2.515103,1.964736,1.878644,1.863711,1.901642,1.911244,2.266136,1.955664,1.920718,1.871879,1.904295,
1.899240,1.873460,2.766746,2.907824,2.991181,1.887627,2.013968,2.332683,2.257659,2.057669,1.944877,
2.024431,1.981990,1.856717,1.918480,2.034446,2.290489,2.181101,2.059051,1.862373,1.891770,1.906545,
1.956190,1.892367,1.962735,1.913640,1.889908,1.906102,1.891843,1.960733,1.930017,1.985576,1.979020,
1.888811,1.866719,1.861076,1.871312,1.832661,2.001102,2.515600,2.824500,3.185915,2.697008,2.370582,
2.104457,2.467494,2.270708,2.409607,3.457360,3.786272,2.842172,2.596592,2.741158,2.614823,3.088307,
2.845012,2.698661,3.100087,3.712965,2.565257,2.540913,2.914942,2.183377,2.865575,2.693834,3.173362,
